,PL1_1,PL1_2,PL1_3,PL2_2,PL2_3,PL2_1,DIFF_cls,DIFF_pts,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17
60579,1.0,0.0,0.0,1.0,1.0,0.0,-0.23184104261845423,-1.863014245631359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66898,0.0,0.0,0.0,0.0,0.0,1.0,0.2908099536869261,1.0954667904679558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17221,1.0,1.0,0.0,0.0,0.0,0.0,1.1946705242288513,1.718873878464523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66924,0.0,0.0,0.0,1.0,0.0,1.0,0.2050369921327852,-1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19493,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13166,1.0,1.0,0.0,0.0,0.0,0.0,-0.47736614506718256,1.2071755750222541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52440,1.0,1.0,0.0,0.0,0.0,0.0,-0.24470698685157535,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48643,1.0,1.0,0.0,0.0,0.0,0.0,-1.4696520940466502,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51707,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53166,0.0,0.0,0.0,0.0,0.0,1.0,0.15732578226829433,-1.718873878464523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35136,0.0,0.0,0.0,1.0,0.0,1.0,-0.08498283412215371,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55823,1.0,1.0,0.0,0.0,0.0,0.0,-0.002398370461127327,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35706,1.0,1.0,0.0,0.0,0.0,0.0,-0.270974956327531,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68431,0.0,0.0,0.0,0.0,0.0,1.0,0.12248051663692458,-1.4630247267433885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56235,1.0,1.0,1.0,0.0,0.0,0.0,-0.09085173706383512,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28940,1.0,1.0,1.0,0.0,0.0,0.0,8.097785686308054,-0.9675422146073887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60198,1.0,1.0,0.0,0.0,0.0,0.0,-0.0029344514708407074,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72662,1.0,1.0,0.0,1.0,0.0,0.0,-0.2275523945407472,-1.9909388214919264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32556,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36561,0.0,0.0,0.0,1.0,0.0,1.0,0.2275523945407472,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60862,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41769,1.0,1.0,0.0,1.0,0.0,0.0,-0.2275523945407472,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37831,1.0,1.0,0.0,0.0,0.0,0.0,-0.16375875438485488,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46016,1.0,1.0,0.0,0.0,0.0,0.0,-0.2741914423858113,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29674,1.0,1.0,0.0,1.0,0.0,0.0,-0.21468645030762604,-0.9675422146073887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3785,0.0,0.0,0.0,0.0,0.0,1.0,-0.1659310665888742,0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66888,0.0,0.0,0.0,1.0,0.0,1.0,0.2296967185796007,-1.4630247267433885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14177,1.0,1.0,0.0,0.0,0.0,0.0,-0.13695470389918585,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54811,1.0,1.0,0.0,0.0,0.0,0.0,-0.5138196537276924,-0.9675422146073887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16025,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,1.0954667904679558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13521,1.0,1.0,0.0,1.0,0.0,0.0,-1.0236326939651172,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15627,1.0,0.0,0.0,1.0,1.0,0.0,-1.346889542822286,-2.7584862766553297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66865,1.0,1.0,0.0,0.0,0.0,0.0,0.20935362837565802,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23467,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,-0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64654,1.0,,,,,,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50063,1.0,1.0,1.0,0.0,0.0,0.0,-0.2323771236281676,2.230572181906792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26558,0.0,1.0,0.0,0.0,0.0,1.0,2.2941446869858293,1.863014245631359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71559,1.0,1.0,0.0,0.0,0.0,0.0,-0.23130496160874084,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41216,1.0,0.0,0.0,0.0,0.0,0.0,-0.030810663975936497,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51156,1.0,1.0,0.0,0.0,0.0,0.0,-0.11443930149122387,1.718873878464523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35091,1.0,1.0,0.0,1.0,0.0,0.0,-0.2731192803663845,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44770,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,-0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51204,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22659,0.0,1.0,0.0,0.0,0.0,1.0,0.22004726040475986,1.0954667904679558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6224,1.0,1.0,0.0,0.0,0.0,0.0,-0.1219444356272112,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20825,1.0,1.0,1.0,0.0,0.0,0.0,-0.2275523945407472,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32378,1.0,1.0,0.0,0.0,0.0,0.0,0.5631670947864892,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17242,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58576,1.0,1.0,0.0,0.0,0.0,0.0,-0.31171711306574795,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32270,0.0,0.0,0.0,0.0,0.0,1.0,0.04689309426733792,1.0954667904679558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,0.0,0.0,0.0,0.0,0.0,1.0,-0.010467573771993807,-1.3351001508828213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50884,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12984,1.0,0.0,0.0,0.0,0.0,0.0,0.3503429339302771,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70032,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51240,1.0,1.0,0.0,0.0,0.0,0.0,0.024941761034255085,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59355,0.0,0.0,0.0,0.0,0.0,1.0,0.21093388323963239,-1.3351001508828213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50500,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20460,1.0,1.0,0.0,0.0,0.0,0.0,5.8869876022500724,2.486421333627926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10795,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73108,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15333,1.0,1.0,0.0,0.0,0.0,0.0,-0.5615308635921833,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47463,1.0,1.0,1.0,0.0,0.0,0.0,0.10964256056896922,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20737,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,1.0,1.0,0.0,1.0,0.0,0.0,1.5656385829505108,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34615,1.0,1.0,0.0,1.0,0.0,0.0,-0.3787272392799205,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49278,1.0,1.0,1.0,0.0,0.0,0.0,-0.09942903321924922,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,1.0,1.0,0.0,0.0,0.0,0.0,-0.22594415151160704,-1.4792405180496575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25730,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.9513264233011196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31635,1.0,1.0,0.0,1.0,0.0,0.0,-0.3873045354353346,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44196,1.0,1.0,1.0,0.0,0.0,0.0,0.20506498029795095,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13093,1.0,1.0,1.0,0.0,0.0,0.0,0.27797199761897073,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35709,1.0,1.0,0.0,0.0,0.0,0.0,-0.18144942770539643,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11642,0.0,1.0,0.0,0.0,0.0,1.0,0.3283356243668627,-0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45780,1.0,0.0,0.0,0.0,0.0,0.0,-0.4586033097272142,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48688,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-2.1188633973524933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56479,0.0,0.0,0.0,0.0,0.0,1.0,0.12944956976319852,-0.6954772715799851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,1.0,1.0,1.0,0.0,0.0,0.0,-0.05439822840332524,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43357,1.0,1.0,0.0,0.0,0.0,0.0,-0.21683077434647957,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61972,1.0,1.0,0.0,1.0,0.0,0.0,5.1788245884186965,-1.4792405180496575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,1.0,1.0,0.0,0.0,0.0,0.0,0.1128590466272495,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44467,1.0,1.0,0.0,0.0,0.0,0.0,-0.09138781807354851,-1.6071650939102247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24668,1.0,0.0,0.0,0.0,0.0,0.0,-0.342809811629124,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69310,1.0,1.0,0.0,0.0,0.0,0.0,-0.23666577170587463,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25900,1.0,1.0,0.0,0.0,0.0,0.0,-0.4157168289501438,-0.9675422146073887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73237,0.0,0.0,0.0,0.0,0.0,1.0,0.34977886475539793,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54368,0.0,0.0,0.0,1.0,0.0,1.0,0.052789985374185104,-0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56585,0.0,1.0,0.0,0.0,0.0,1.0,0.2275523945407472,1.0954667904679558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16795,0.0,1.0,0.0,0.0,0.0,1.0,0.3406654875902705,-0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56939,1.0,1.0,0.0,0.0,0.0,0.0,-0.1358825418797591,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47400,0.0,1.0,0.0,0.0,0.0,1.0,-0.25224010915272843,0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,1.0,0.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52426,1.0,1.0,0.0,0.0,0.0,0.0,-0.4232219630861311,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49520,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-1.6071650939102247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13370,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,1.9747230301856573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57397,0.0,1.0,1.0,0.0,1.0,1.0,0.138562946928326,0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37201,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24535,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46957,1.0,1.0,0.0,0.0,0.0,0.0,0.16110633750145376,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58083,0.0,0.0,0.0,0.0,0.0,1.0,-0.3562398250371243,-0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8362,1.0,1.0,0.0,0.0,0.0,0.0,-0.1685834834722753,-1.223391366328523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16675,1.0,1.0,0.0,1.0,0.0,0.0,-0.2463152298807155,-0.07207018358341817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45019,1.0,1.0,1.0,0.0,0.0,0.0,6.09284270998001,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64231,1.0,1.0,0.0,0.0,0.0,0.0,-0.282232657531512,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12689,1.0,1.0,0.0,0.0,0.0,0.0,-0.4092838568335832,-0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52436,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.05585439227714905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,1.0,1.0,0.0,0.0,0.0,0.0,0.1434156641809122,1.4630247267433885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3707,1.0,1.0,0.0,0.0,0.0,0.0,1.085309998247322,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52457,1.0,0.0,0.0,0.0,0.0,0.0,0.1273332338895108,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9874,1.0,1.0,0.0,0.0,0.0,0.0,-0.2543564450264162,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7985,0.0,0.0,0.0,0.0,0.0,1.0,0.2275523945407472,-0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64569,1.0,1.0,0.0,0.0,0.0,0.0,-0.21093388323963239,0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7251,1.0,1.0,0.0,0.0,0.0,0.0,-0.12784132673405837,-0.5837684870256871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32211,1.0,1.0,0.0,0.0,0.0,0.0,-1.0102306687222828,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35566,1.0,1.0,0.0,1.0,0.0,0.0,-0.19914010102593802,-1.7350896697707918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39802,1.0,1.0,0.0,0.0,0.0,0.0,-0.25650076906526975,-0.8396176387468215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66376,0.0,0.0,0.0,1.0,0.0,1.0,0.36371697100794587,-0.3117035439982835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36077,1.0,1.0,0.0,0.0,0.0,0.0,-0.2833048195509388,-1.4792405180496575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47304,1.0,1.0,0.0,1.0,0.0,0.0,-0.2404183387738683,-0.3279193353045526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37169,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.18377896813771627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32496,1.0,1.0,0.0,1.0,0.0,0.0,-0.0007901274319871851,1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17511,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.4396281198588507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15610,1.0,1.0,0.0,1.0,0.0,0.0,0.7722386885747077,-2.374712549073628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46855,0.0,0.0,0.0,0.0,0.0,1.0,0.21683077434647957,-1.4630247267433885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4304,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,1.079250999161687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4430,1.0,1.0,0.0,0.0,0.0,0.0,0.15038471730718614,-0.4558439111651198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32380,1.0,1.0,0.0,0.0,0.0,0.0,-0.2275523945407472,0.8234018474405523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41494,1.0,1.0,0.0,0.0,0.0,0.0,-0.12248051663692458,-0.19999475944398537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5246,0.0,0.0,0.0,0.0,0.0,1.0,0.08281052191813441,0.7116930628862542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49727,1.0,1.0,1.0,0.0,0.0,0.0,1.0885264843056022,0.5675526957194179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29009,1.0,1.0,0.0,0.0,0.0,0.0,-0.19699577698708448,1.5909493026039558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
